Gene	JXQ-3D-1279R1	JXQ-3D-1279R2	JXQ-3D-1279R3	JXQ-3D-1279R4	JXQ-3D-1279R5	JXQ-3D-1279R6	JXQ-3D-1279R7	JXQ-3D-1279R8	JXQ-3D-1279R9	JXQ-3D-1405R1	JXQ-3D-1405R2	JXQ-3D-1405R3	JXQ-3D-1405R4	JXQ-3D-1436R1	JXQ-3D-1436R2	JXQ-3D-1436R3	JXQ-3D-1436R4	JXQ-3D-1436R5	JXQ-3D-1436R6	JXQ-3D-4160R1	JXQ-3D-4160R2	JXQ-3D-4160R3	JXQ-3D-4256R1	JXQ-3D-4256R2	JXQ-3D-4256R3	JXQ-3D-668R1	JXQ-3D-668R2	JXQ-3D-668R3	JXQ-3D-668R4	JXQ-3D-902R1	JXQ-3D-902R2	JXQ-3D-902R3	JXQ-3D-902R4	JXQ-3D-902R5	JXQ-3D-902R6	JXQ-3D-902R7	JXQ-3D-902R8	JXQ-3D-902R9
CCL2	-3.8077	-6.6439	-6.6439	-3.7639	-2.4057	-6.6439	-6.6439	-6.6439	-6.6439	3.3828	4.7569	4.5389	5.4046	-3.7078	-6.6439	-3.8405	-2.9777	-1.9065	-3.7071	-6.6439	-3.7647	-6.6439	0.8982	2.9121	4.4233	-2.1772	-0.5058	-1.3848	-6.6439	5.7373	1.6485	4.6543	1.8764	2.6589	0.5279	3.6159	3.1717	3.6358
KCNJ15	-5.3093	-6.6439	-6.6439	-2.4468	-2.7344	-3.8482	-0.452	-1.9868	-6.6439	-0.7085	-1.9054	-1.3211	-4.5942	5.2993	5.0134	2.0947	4.423	5.6153	5.024	-6.6439	-4.5904	-5.4055	-0.6361	-2.5672	-3.1171	-6.6439	-6.6439	-4.1529	3.4174	3.3237	4.0112	3.8333	2.8193	1.8283	5.1434	4.9103	3.7322	4.7742
ADAMTSL1	3.9316	3.4552	3.9045	3.8014	1.2963	2.7259	4.3002	0.5602	5.2826	-5.0066	-5.0231	-2.1769	-4.8923	-4.9769	-4.1558	-6.0035	-3.8347	-5.159	-5.125	-0.3776	-3.0252	-5.0353	-6.6439	-6.6439	-5.9116	4.5896	3.9807	4.0878	-3.9928	3.8191	1.737	4.2366	4.0589	4.973	4.3353	4.9988	2.0131	4.6994
COL6A2	8.5398	8.4859	7.9269	8.48	5.0242	7.6372	8.3225	5.7844	8.4223	-3.8719	-2.8636	-1.5851	-0.591	7.2394	7.0828	7.2107	7.3016	7.4174	6.3974	-3.5798	-5.5778	-3.7169	2.5285	-1.3063	1.0941	9.1548	8.9824	9.3067	6.1989	6.9792	5.4427	6.05	2.2079	3.3491	1.1368	2.6015	3.6491	4.2829
S100A9	-2.0086	-6.6439	-6.6439	-6.6439	0.2227	-6.6439	-6.6439	3.414	-6.6439	4.5934	6.1142	5.4508	-2.5226	-6.6439	-6.6439	-2.6008	-6.6439	-6.6439	-6.6439	1.8044	-2.5179	-6.6439	-2.6855	-6.6439	0.2645	-6.6439	-3.3236	-3.4664	5.0054	1.2869	2.8883	-6.6439	-2.4172	-6.6439	-6.6439	-2.1455	2.3543	3.625
PXDN	5.4098	4.9647	4.7877	4.1869	4.4545	4.3826	5.0462	4.9779	5.1485	-3.9982	-4.5585	-5.2277	-5.0203	-6.6439	-4.2133	-4.7879	-4.3682	-4.0782	-5.3464	1.2733	-1.3735	2.0866	4.1781	4.6482	3.3564	-3.182	-2.5592	-2.7413	-4.6098	-5.8708	-6.6439	-5.909	-1.9168	1.0243	-3.0111	-4.6275	-2.6021	-6.6439
SNORD116-4	2.3671	2.1792	3.1827	2.7128	-6.6439	2.7654	1.5826	-6.6439	-6.6439	-6.6439	-1.7749	-1.3323	-0.4456	3.722	3.1983	3.0778	3.8352	2.4307	2.8306	1.3636	1.4196	1.6533	-6.6439	3.4332	3.8656	1.6908	3.5426	3.2458	3.7523	-6.6439	-6.6439	0.4824	-6.6439	3.3492	-6.6439	-6.6439	-6.6439	-6.6439
PRSS3	-6.6439	-2.0746	-2.0698	-2.9897	-2.5327	1.3258	-2.4748	-0.4207	-3.4983	5.225	5.8343	5.0934	4.6348	5.3158	5.8793	5.6935	5.1296	6.061	6.2566	6.3747	5.2272	4.4101	-3.6761	-6.6439	-3.3813	2.504	3.6788	-4.3884	-2.8495	6.0899	6.062	5.8022	5.8116	5.0908	5.606	6.2701	5.8915	6.1591
MPZL2	0.1802	-6.6439	-6.6439	-4.9491	5.111	-6.6439	-4.3407	5.2445	-5.3132	5.445	5.8379	5.9479	4.5115	0.2576	1.0402	-1.5885	-3.0628	-2.7815	0.0782	6.2861	5.9016	5.8467	-2.017	-1.0701	-1.2924	-5.2379	-6.6439	-1.6618	4.6864	-5.3118	-2.1947	-3.624	-2.3035	-4.219	-4.1642	-5.9196	-0.4461	0.3098
ARMCX1	0.2544	4.0339	2.2866	4.264	-1.2268	4.7135	2.932	-0.4772	1.199	-3.1988	-4.0147	-2.2817	-4.9575	3.9503	4.2859	4.096	3.8269	4.886	4.2793	-5.5938	-4.1969	-6.6439	-3.8569	1.7085	-6.6439	3.417	3.558	3.6101	-1.3914	-6.6439	-5.6852	-5.0004	-4.8796	-6.6439	-6.6439	-5.6628	-4.921	-6.6439
COL4A1	4.5323	4.7724	3.911	4.3758	3.1753	3.7221	4.0137	3.4971	3.7157	3.7193	3.463	4.1816	5.0128	-5.5454	-5.3743	-4.3924	-5.419	-4.6671	-5.309	-3.9228	-4.4313	-0.554	5.9656	4.1139	5.253	-5.7921	-5.5123	-5.3679	-4.3103	-3.7061	-2.875	-3.9325	-3.5019	-4.9971	-3.4442	-4.2837	-2.4516	-3.6256
SLCO1B3	-2.2312	-3.1438	-5.1976	-3.3569	-0.9934	0.8949	-4.1525	0.8197	-4.1976	5.062	4.581	4.9696	4.9679	4.7452	4.8296	3.8886	5.38	5.262	4.9282	4.6125	5.2465	5.0945	-4.6102	-6.6439	-5.0834	-6.6439	-6.6439	-5.2045	4.2697	2.5503	1.665	4.6821	3.9705	5.5173	3.5864	3.8884	2.1459	3.583
VEGFC	4.1171	3.9336	4.0309	4.4742	3.3759	3.7901	5.076	3.3466	4.124	-3.4551	-4.7718	-2.9588	-3.153	3.4027	3.1041	3.4211	3.7737	3.7048	3.1781	-4.9672	-6.6439	-6.6439	-3.1724	-1.7337	-3.5346	-4.8248	-3.1873	-6.6439	-6.6439	-4.1453	-4.3594	-4.9751	-6.6439	-3.3323	-4.9047	-5.6444	-6.6439	-4.0689
TM4SF4	-1.0137	-2.6892	-2.9834	-3.8544	-6.6439	-2.3141	-2.1973	-3.265	-1.5546	9.193	8.9217	9.3346	8.5077	-1.1747	-4.6925	-3.9302	-4.7493	-3.3291	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.5964	-2.2695	-2.5265	-4.5641	-1.4871	-4.5447	-3.8329	-2.7588	-5.375	-3.2454	-4.6849	-2.9322	-6.6439	-2.6197	-3.4709
TENM2	5.1631	5.3839	4.7332	4.9969	1.1891	5.3416	4.5005	-1.0511	4.3884	-6.6439	-4.6924	-3.8166	-2.1781	-2.7454	-3.8926	-5.3871	-4.5838	-4.7431	-4.4394	-4.7023	-6.6439	-4.6535	-3.6509	-4.2717	-3.7752	8.0768	5.4358	6.6245	2.7607	1.3514	-1.7469	4.0908	-3.6636	0.6825	3.1516	-0.5985	-0.3853	0.9791
CNN1	6.869	7.4113	5.4223	7.6539	2.2822	5.9961	6.1765	0.0373	7.639	-4.7719	-6.6439	-3.6124	-3.329	-4.5965	-3.876	-1.4655	-3.4325	-3.312	-3.7818	-6.6439	-6.6439	-6.6439	-0.5189	1.3861	0.1934	-0.3121	-3.7293	-0.4307	-1.5445	0.9261	-1.5568	1.3275	-1.5892	-1.5914	5.3713	3.5215	-1.6463	0.8718
KLK11	-4.6374	-6.6439	-6.6439	-4.5991	-4.6702	-6.6439	-6.6439	1.482	-6.6439	5.773	5.953	6.2569	5.1711	-6.6439	-6.6439	-4.666	-6.6439	-6.6439	-4.5491	1.12	-0.4569	-0.8649	-6.6439	-6.6439	-6.6439	-4.4874	-6.6439	-6.6439	-4.4827	-2.1037	-1.5522	-6.6439	2.5391	-6.6439	-6.6439	-4.2933	4.2851	-0.1116
CDH13	6.2659	6.4059	5.9297	6.4624	4.4428	4.9377	6.2844	3.4145	6.562	-3.8687	-0.941	-1.5078	-2.8251	-4.9236	-3.7595	-6.6439	-3.6331	-5.5687	-5.5408	-4.586	-6.6439	-5.6834	-2.517	-1.0914	0.4618	-2.0921	-0.4931	-1.0064	-6.6439	-3.0393	-4.9113	-5.0152	-2.7211	-5.5932	-1.8109	-3.0551	-3.4848	-2.157
KLK8	-0.4165	-4.3045	-6.6439	-6.6439	4.6289	-6.6439	-4.4296	6.1832	-6.6439	-0.4245	-1.9947	1.8463	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	4.3349	3.3129	3.0667	3.556	1.9026	2.9451	-6.6439	-4.1798	-6.6439	-0.1053	-6.6439	-6.6439	-4.3374	-6.6439	-6.6439	-6.6439	-6.6439	-4.2446	-6.6439
CPE	2.2543	3.461	2.5762	2.5987	-0.7454	1.3325	2.6458	2.0987	1.6919	-0.8432	4.0448	5.1378	-1.4707	4.8536	4.1439	4.0617	4.0761	4.1125	3.7134	-5.1172	-4.3477	-6.6439	0.3467	-1.1663	-1.0319	4.366	4.3913	4.8136	4.5922	-5.063	-6.6439	-6.6439	-6.6439	-6.6439	-4.3206	-5.752	-4.3097	-6.6439
CRB3	-0.7596	-6.6439	-3.111	-4.2389	3.958	-6.6439	-6.6439	4.8407	-6.6439	3.7524	4.3012	4.4043	4.5545	-4.9448	-1.9435	-2.9304	-6.6439	-3.7365	-2.3971	4.2901	3.555	4.026	3.6712	2.4998	4.0899	-6.6439	-6.6439	-6.6439	2.9703	-6.6439	-1.6064	-2.5239	-4.1526	-4.2665	-1.6543	-1.8245	2.0792	-3.2764
SMO	3.8721	2.8181	3.8455	2.9737	2.9969	2.9216	2.8977	1.4819	2.2982	-6.6439	-5.3334	-5.0443	-4.0433	3.0053	3.0492	3.3008	2.8025	2.9024	3.0646	-5.4919	-5.4607	-6.6439	2.5905	2.0285	1.0536	3.0375	2.9994	1.8656	1.1737	-5.0877	-6.6439	-6.6439	-6.6439	-5.4792	-6.6439	-6.6439	-1.3797	-6.6439
APBB1IP	4.7807	3.1952	4.6574	3.6363	-0.1183	5.1469	4.4172	0.45	5.1492	2.6346	3.8396	3.8477	3.1815	-6.6439	-6.6439	-5.214	1.4987	-6.6439	-6.6439	-5.1939	-3.9652	-6.6439	0.9407	0.2901	2.6862	1.8552	0.2629	-6.6439	-5.0581	3.8456	3.176	-2.7616	3.1833	-2.9085	5.2299	5.2208	0.6959	4.5184
OVOL1	-1.8199	-6.6439	-6.6439	-5.2808	3.479	-6.6439	-5.3911	4.5649	-6.6439	2.0482	1.6038	1.4839	2.4935	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	2.9734	2.3011	2.7399	2.436	0.6491	3.0291	-6.6439	-4.0236	-6.6439	4.2934	-6.6439	-4.5296	-6.6439	-5.2153	-6.6439	-5.2605	-5.889	0.2179	-6.6439
LINC00665	1.8323	2.3063	2.0099	2.8567	2.5594	2.5064	1.3376	3.5739	1.452	2.9732	3.8972	4.0372	3.6633	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.3822	3.1533	-2.6503	-0.2327	1.6813	0.8229	2.9607	-6.6439	-6.6439	1.2229	-2.3925	2.1301	-4.1647	-3.3513	-6.6439	-6.6439
TMEM45B	-3.7888	-6.6439	-4.2545	-6.6439	-0.6781	-6.6439	-3.9038	1.7891	-4.546	5.6242	6.1282	5.4393	4.0666	-3.6886	-3.5894	-6.6439	-6.6439	-2.2827	-3.9142	4.0238	1.9612	3.1646	3.9279	4.0989	2.9649	-6.6439	-6.6439	-6.6439	-0.9991	1.0026	1.9865	-4.0274	1.1596	-1.3641	-0.5759	0.9557	4.5792	2.7444
TMEM246	-0.321	3.1507	3.731	4.0184	2.9667	3.1018	3.1752	2.2213	1.9818	4.4684	4.3616	4.0532	4.6893	3.9987	4.0682	4.5488	4.7953	4.1693	4.0123	-3.7256	-4.9332	-3.8607	-6.6439	-0.6787	0.0319	2.1865	3.3698	3.8909	2.532	-6.6439	-5.6706	-4.9798	-4.8583	1.8515	-6.6439	-5.0643	-6.6439	-6.6439
SLPI	1.1096	-6.6439	-3.5026	-6.6439	4.0009	-1.5049	0.0818	6.685	-1.9875	6.3991	8.233	6.8387	4.9426	0.2308	-0.5074	-0.4015	1.2752	1.1208	-0.399	5.0278	4.5749	4.0037	3.3778	1.72	5.2968	-2.4281	-6.6439	-1.6413	6.5501	5.9406	7.7835	-1.6754	5.2549	-0.6647	3.4468	3.2284	9.2841	7.3319
PPAPDC1A	3.6555	4.507	3.3338	3.9268	-1.4122	2.4448	3.1823	-1.4832	3.0874	-6.6439	-6.6439	-5.4757	-6.6439	3.3854	2.8276	4.0369	4.7249	3.5136	3.6643	-1.9146	-6.6439	-6.6439	-4.7336	-4.5358	-2.7462	0.5812	-3.6768	0.9047	-4.4834	4.7429	4.236	2.1092	4.368	3.596	5.7747	5.051	4.2746	4.8074
GAL	2.1091	-6.6439	1.9922	-3.8145	-0.1122	-0.1031	-3.9722	0.584	-6.6439	-6.6439	-6.6439	-3.2172	-3.8196	1.2471	3.1672	2.8164	1.7802	3.126	2.5893	3.919	2.3865	1.1855	5.2119	3.3374	4.1132	-3.6884	-3.7054	-6.6439	0.3775	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
C1orf210	-1.2027	-6.6439	-6.6439	-6.6439	2.3035	-6.6439	-3.938	3.0355	-6.6439	3.0421	3.8217	4.2682	2.898	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.544	2.9149	2.3841	2.3353	3.0584	1.8499	2.0103	-6.6439	-4.4973	-3.8084	1.7778	-4.5749	-6.6439	-6.6439	-4.5132	-6.6439	-6.6439	-6.6439	-1.4469	-6.6439
CDKN2B	2.9168	3.0562	3.7607	2.4252	3.9555	2.1111	4.1269	4.3613	2.5183	4.5909	3.6793	4.3345	3.2985	-4.0613	-6.6439	-6.6439	-5.576	-5.5041	-6.6439	6.6238	2.5805	2.7801	-1.8168	-0.8046	-0.3346	-6.6439	-5.4411	-6.6439	-6.6439	1.7246	3.6235	2.787	2.8213	2.9191	2.5376	3.0011	4.8639	2.7619
FGF2	4.2205	3.6316	4.4212	3.142	-0.0799	3.7706	3.6442	-0.1968	3.6894	-4.6032	-5.7826	-5.3807	-5.1863	2.4656	2.0528	2.3415	3.6564	3.2444	2.9351	-5.9003	-6.6439	-4.7479	-5.1287	-5.5631	-4.1372	-3.2243	-4.9228	-5.0321	-6.6439	-5.5938	-6.1122	-6.6439	-4.177	-5.8911	-5.3597	-6.258	-6.6439	-6.1787
ANO1	0.5617	-4.4177	-5.135	-3.2689	3.2573	-5.0496	-4.5402	5.1635	-5.6787	6.3144	4.7947	3.505	4.9969	5.4015	5.9906	4.6416	5.2364	5.2012	5.3913	6.394	7.3248	6.7143	1.8932	-2.8452	-2.1936	-6.6439	-0.9677	-4.7378	0.6526	2.3848	3.5317	0.9024	3.8503	-2.8555	4.0641	2.3242	5.2157	3.9638
PRR16	3.4218	3.2383	3.3046	2.5238	2.5147	3.4592	3.6277	1.555	3.7529	-4.8812	-6.6439	-4.9876	-6.6439	3.5338	3.416	2.6482	3.5103	1.8533	1.6446	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.6442	3.7551	2.9645	3.4892	2.1363	-2.3077	-3.224	-4.0256	-6.6439	-1.2585	-3.94	-3.1072	-6.6439	-3.1542
EPB41L3	-5.6211	-5.0129	-6.6439	-5.5951	-6.6439	-6.6439	-6.6439	-5.5511	-5.5833	-5.1088	-5.4777	-5.7537	-5.5982	3.5146	3.7285	3.4472	4.1796	3.9924	3.8394	-5.6243	-4.572	-6.6439	3.2197	-2.3036	2.0792	-4.8934	1.3751	-6.6439	-6.6439	-4.9771	-6.1052	-5.6301	-6.6439	5.2373	-6.6439	-6.6439	-6.6439	-6.6439
PYGO1	2.8371	3.2052	3.178	3.4424	1.4299	2.5306	2.1553	-0.1057	2.8808	-6.6439	-3.354	-3.8319	-6.6439	1.6075	1.0916	1.6625	1.8883	1.537	1.8003	-6.6439	-6.6439	-6.6439	1.3548	2.8083	2.531	2.0424	1.7416	2.0422	1.0879	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
GSTT1	4.1761	4.2962	4.173	4.0586	4.3154	3.6317	3.7855	4.6725	3.3807	3.6449	4.3588	4.0374	3.0162	-4.1358	-6.6439	-6.6439	-6.6439	-6.6439	-4.1351	3.2787	3.6162	3.1569	-6.6439	-6.6439	-6.6439	3.6361	3.31	3.0473	3.1776	2.6976	4.1599	2.3971	2.9544	2.8283	4.0402	4.2517	4.0599	3.374
WNT5A	6.3119	4.681	5.2305	4.967	4.7333	3.2951	4.7632	2.9099	5.5002	-4.4379	-6.6439	-3.0531	-3.9053	2.185	1.7317	1.0932	0.9674	2.5643	1.5048	-6.6439	-5.7851	-3.7728	3.9545	3.2872	3.2955	5.9544	6.177	7.3654	-4.179	2.7392	-6.2166	4.1571	-1.3073	-1.3095	-1.8989	-6.2047	1.6763	1.9468
EPHA1	-0.9775	-5.8842	-4.2728	-4.0721	4.1978	-6.6439	-3.2764	4.3249	-3.6123	3.596	3.094	3.4095	3.7056	-6.6439	-5.3989	-4.5325	-6.6439	-5.3655	-5.3343	3.0307	2.6922	1.8928	3.5207	3.4849	4.5803	-5.286	-6.6439	-5.3925	4.257	-3.273	-6.6439	-3.3574	-4.6293	-6.6439	-5.3536	-5.6978	-0.6828	-4.3713
TWIST1	3.8254	4.2273	2.8672	3.9473	0.1443	3.5446	3.647	0.3387	3.4139	-6.6439	-6.6439	-3.3063	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.8534	1.2029	-0.567	0.0804	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
GNB4	4.4864	4.3492	4.7668	4.246	3.4495	4.2318	4.8145	3.1764	5.1559	-3.7247	-4.0202	-2.1305	-2.9682	-4.2509	-4.4472	-5.0186	-5.0405	-4.9489	-4.9123	-2.3604	-4.9585	-3.3331	4.2417	3.3252	2.3369	3.2998	3.4682	3.3731	3.1905	-5.8347	-5.6884	-5.375	-3.6877	-4.6849	-5.3146	-4.8017	-5.3064	-4.2082
SFTA1P	-0.9815	1.4863	-2.2344	1.5648	2.2516	-1.142	-0.5705	3.781	-1.2245	3.2445	4.7649	1.4143	1.4	-6.6439	-6.6439	-3.7473	-1.9317	-1.8022	-6.6439	-2.8179	-1.5038	-2.4161	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	0.8782	3.7928	3.6832	2.795	4.9846	6.4753	3.9158	3.9921	4.9897	3.6359
ITGA11	0.3017	1.5972	3.271	-0.9503	-5.7267	-0.2381	-1.5941	-5.6399	1.0207	-3.1703	-4.5352	-4.9336	-5.1131	4.6916	3.6271	3.4182	5.0309	2.9831	1.1433	-5.7089	-6.6439	-6.6439	-4.8311	-6.0563	-3.5754	6.0225	6.6119	8.705	-6.0332	3.7288	2.1556	-1.2933	-1.915	-2.0492	2.503	1.227	0.3604	1.986
FAM20C	6.7603	6.3325	6.7528	6.1264	5.2738	2.5896	6.3987	3.5439	5.3232	-5.3026	-6.6439	-4.2828	-2.8467	5.3915	5.5237	5.4253	5.3985	5.1587	4.4811	-2.986	-2.3228	-6.6439	-1.0055	-1.9089	-1.4903	5.9599	6.1162	1.9729	6.0449	6.2622	5.4231	5.7579	5.1855	5.0864	6.3998	5.5592	5.6944	5.7953
CCDC64B	-1.9252	-6.6439	-6.6439	-4.7863	1.4069	-4.708	-4.918	3.985	-6.6439	3.2091	3.1235	4.7795	3.3055	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.3972	3.7002	1.9889	2.1184	1.6605	1.5577	2.6657	-6.6439	-4.6939	-4.8104	1.659	-6.6439	-5.5658	-6.6439	-4.7091	-6.6439	-6.6439	-5.9898	-2.9219	-6.6439
BEX4	-1.4429	-0.7568	1.2521	-1.1368	-6.6439	1.3364	1.1549	-4.3426	-1.87	-4.5425	-2.8423	-3.8533	-6.6439	-6.6439	-3.6102	-4.4788	-6.6439	-3.5599	-4.3573	-6.6439	-4.4099	-6.6439	5.4482	5.866	6.2357	3.2942	3.7955	2.9256	3.2574	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.2541	-6.6439	-6.6439
NSG1	-5.3406	-5.3267	-5.8377	-4.1683	-6.6439	-5.2445	-6.6439	-5.2589	-4.612	-4.7562	-4.4611	-5.1476	-4.6336	3.6605	3.6841	2.8919	2.8056	2.8274	3.1141	-6.6439	-4.1691	-5.4353	5.57	5.4717	5.6764	-5.2205	-5.2327	-4.6541	-5.2167	-6.6439	-5.9267	-6.6439	-6.6439	-6.6439	-6.6439	-5.2314	-6.6439	-6.6439
IQGAP2	-5.2707	-4.8681	-5.2533	-3.4365	-6.6439	-6.6439	-5.3517	-5.7385	-6.6439	5.1885	4.858	3.8949	4.5984	0.8146	0.5016	0.2661	-1.7852	0.2102	0.5944	-5.2746	-5.7774	-6.6439	5.5973	7.3012	6.4764	-6.6439	-4.4435	-4.5668	-6.6439	-2.6742	-2.2239	-2.8819	-2.9474	-3.4041	-4.0454	-3.1504	-3.9368	-1.8938
CBS	3.0399	2.1877	3.4198	2.2232	1.4512	1.682	2.5664	2.8538	2.1911	-6.6439	-6.6439	-2.7459	-5.1925	1.2664	1.1191	1.8032	1.5401	3.5405	1.8337	-6.6439	-2.3113	-2.9418	5.9663	6.0332	5.9458	0.0578	1.5593	2.6783	-0.5823	-5.1727	-4.2039	-6.6439	-5.1207	-5.2103	-6.6439	-5.8271	-6.6439	-6.6439
ANTXR1	4.9338	5.1554	4.4299	5.0344	3.2284	4.3222	4.6395	2.8853	4.3566	-5.1703	-3.9577	-4.1094	-3.4784	4.1911	4.0688	3.9952	4.342	3.9624	3.8309	-5.9291	-5.9069	-5.5393	-0.3177	2.3586	2.3009	3.4899	3.798	5.2013	3.4329	-2.3462	-0.513	-5.4598	-4.6911	-6.6439	-2.771	-3.7532	-2.456	-4.132
CHRDL1	4.978	4.8692	4.7665	2.326	4.1226	6.3465	4.0066	-0.3944	2.4456	-4.0416	-5.4235	-5.1459	-3.4796	3.2621	3.5914	4.0832	2.9919	3.4229	3.51	-5.5747	-6.6439	-6.6439	-5.6374	-3.8253	-6.6439	1.6353	-0.5232	-0.6547	-3.7669	1.978	4.3426	2.6632	5.0081	3.8733	5.3255	4.9806	1.644	4.52
VTCN1	-1.9628	-6.6439	-6.6439	-6.6439	3.0132	-6.6439	-6.6439	4.0034	-5.1314	3.1802	4.3606	5.1646	4.6494	-5.1039	-6.6439	-6.6439	-6.6439	-5.1377	-6.6439	-3.356	-6.6439	-1.2553	3.6625	-0.1532	0.5371	-6.6439	-6.6439	-6.6439	1.8628	-6.6439	-4.6117	-5.19	-6.6439	-6.6439	-5.1247	-5.7979	-6.6439	-6.6439
LRP3	3.2795	2.1632	3.6658	4.0652	1.6502	3.2839	0.259	1.1438	1.6581	-6.6439	-6.6439	-4.2923	-3.5265	3.2261	3.163	3.8172	3.8135	2.8812	3.4677	-6.6439	-4.8086	-3.7089	0.8862	-0.6831	0.2931	2.382	1.6846	-1.7428	2.9213	-6.6439	-6.017	-6.6439	-6.6439	-6.6439	-5.433	-6.6439	-6.6439	-5.3845
MUC13	-6.6439	-5.2538	-3.7357	-4.538	-3.798	-3.9796	-4.6781	-5.1838	-4.0504	8.5509	9.1331	8.5607	8.2106	-6.6439	-6.6439	-3.7932	-5.3111	-2.9806	-5.1955	-5.272	-1.8668	-6.6439	-1.875	-3.3577	-2.6705	-0.4322	-3.0807	-3.7451	-3.9421	-3.173	-2.5192	1.208	-3.9809	-4.0977	-3.1658	-2.2861	0.2058	-0.8222
CHST10	0.6049	1.158	0.5786	2.4408	-0.5227	3.0143	0.5311	-1.1203	1.726	-5.3344	-5.0889	-5.4239	-4.5341	3.5963	3.478	3.1348	4.3112	3.1614	3.2672	-6.6439	-6.6439	-6.6439	1.8292	2.0338	2.293	0.6131	2.403	1.8982	1.3522	-6.6439	-5.874	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
C2orf54	-1.3453	-5.173	-4.456	-6.6439	2.0308	-6.6439	-6.6439	3.4976	-6.6439	3.0195	1.0426	2.8946	4.0209	-6.6439	-5.7364	-5.212	-6.6439	-6.6439	-6.6439	3.8952	4.3756	2.6627	2.3133	0.863	2.5651	-6.6439	-6.6439	-6.6439	-3.8326	-6.6439	-6.6439	-4.4919	-5.0865	-6.6439	-6.6439	-6.6439	-3.9222	-4.3457
CERS4	-6.6439	-5.4526	-4.0228	-6.6439	-6.6439	1.0478	-6.6439	-3.4235	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.9872	2.3957	2.1176	1.6982	2.041	1.8686	-4.8303	-4.7899	-6.6439	5.264	4.4384	3.5995	1.3132	0.6209	2.7211	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.7653	-6.6439	-6.6439	-3.9047
MDFIC	4.0654	3.6549	3.4033	3.0689	3.8353	2.8362	3.3925	3.7	3.3804	-5.3053	-4.6414	-4.7371	-3.9273	-3.8671	-6.6439	-5.7883	-6.6439	-6.6439	-6.6439	-5.7739	-5.7482	-5.8428	1.1694	0.4197	0.4894	-6.6439	-6.6439	-6.6439	-5.1014	-6.6439	-6.1953	-5.7791	-6.6439	-6.6439	-5.7324	-5.8342	-5.726	-6.6439
HLA-DQA1	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.5331	-6.6439	-6.6439	-4.134	6.281	6.8018	6.1927	3.3173	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.1995	1.4106	-0.8853	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-0.1714	-0.1148	-6.6439	0.9005	-6.6439	-1.7673	-2.7887	-0.3405	-0.6703
CDX2	-4.9681	-6.6439	-6.6439	-4.933	-6.6439	-6.6439	-6.6439	-4.1029	-6.6439	-0.2555	-0.413	0.0378	-6.6439	2.5798	3.0909	2.6784	2.2204	3.174	2.866	-6.6439	-6.6439	-6.6439	5.1423	4.7904	4.8649	-0.5372	1.1576	-0.1903	-1.6754	-4.9155	-6.6439	-6.6439	-6.6439	-4.9566	-6.6439	-5.6482	-2.1756	-4.8505
PTPLAD2	2.5818	3.9649	3.4147	3.9679	2.8712	3.3251	3.6951	2.9335	3.7758	-5.3278	-4.3492	-0.4212	-4.5255	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	0.6193	0.9222	0.7731	-6.6439	-6.6439	-6.6439	-5.1259	-6.6439	-4.2478	-3.474	-2.5355	-6.6439	-4.4955	-4.6678	-6.6439	-6.6439
NTNG1	5.0412	5.3924	4.7802	4.5887	2.0992	4.0778	4.7201	1.7928	5.2211	-6.6439	-5.2704	-5.5795	-4.7478	4.1937	3.6185	3.888	4.1244	3.8513	3.039	-6.6439	-5.4016	-6.6439	-6.6439	-4.6816	-3.8196	3.7357	4.1426	4.0275	2.9532	-0.119	-2.9264	1.6224	2.0503	2.3529	0.6879	1.8791	0.2234	2.9703
